Model Functioning Without Errors,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124
,,,Senior Debt - Term Loan,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,215723867.6211525,208461730.07420513,200910461.61083776,193476558.9569474,185611889.1744142,177809234.9012429,169736644.57200947,161743783.07340223,153345096.77641493,145045463.0918682,136300699.8957341,127677210.96485324,118644517.01094435,109679024.5938706,100434870.51991376,91201740.70212224,81509006.4201281,71919190.60254163,61908411.549882784,52112745.34146142,41971760.74185747,31825248.13464521,21346445.005824793,10885387.150133468,1.7881393432617188e-07,1.8328428268432618e-07,1.8786638975143433e-07,1.925630494952202e-07,1.9737712573260069e-07,2.023115538759157e-07,2.0736934272281359e-07,2.1255357629088393e-07,2.1786741569815603e-07,2.2331410109060993e-07,2.2889695361787517e-07,2.3461937745832205e-07,2.404848618947801e-07,2.4649698344214956e-07,2.526594080282033e-07,2.5897589322890836e-07,2.6545029055963105e-07,2.720865478236218e-07,2.7888871151921236e-07,2.8586092930719267e-07,2.930074525398725e-07,3.003326388533693e-07,3.078409548247035e-07,3.155369786953211e-07,3.2342540316270416e-07,3.315110382417718e-07,3.3979881419781607e-07,3.482937845527615e-07,3.570011291665805e-07,3.6592615739574505e-07,3.750743113306387e-07,3.8445116911390463e-07,3.9406244834175223e-07,4.0391400955029603e-07,4.1401185978905344e-07,4.2436215628377976e-07,4.3497121019087425e-07,4.458454904456461e-07,4.5699162770678726e-07,4.6841641839945696e-07,4.801268288594434e-07,4.921299995809295e-07,5.044332495704528e-07,5.170440808097141e-07,5.299701828299569e-07,5.432194374007058e-07,5.567999233357235e-07,5.707199214191165e-07,5.849879194545945e-07,5.996126174409593e-07,6.146029328769832e-07,6.299680061989078e-07
,,,Defaulted Debt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Re-financed Debt,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Subhordinated-Debt,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Equity,,,,,,,9107391.780821197,16049777.18924857,23780889.48486017,32079858.491118472,40808313.709539875,49869222.28493885,59189966.62484294,68713906.85880601,78395608.36630009,88197886.36375447,98089845.77735265,108045509.95490903,118042820.21710035,128062881.50894164,138089378.83612186,148108116.86078513,158106651.28176057,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,167836866.03274354,174636866.03274354,174865088.14587066,175206279.7666128,175790341.01294068,176449604.44365767,177279502.02951518,178241468.97076106,179350210.21674213,180552163.3390433,182015466.9751969,183568504.70979187,185307339.6133027,187152770.9652578,189151001.64335182,191302972.7233528,193714037.68569884,196229490.68098292,198945172.61903003,201783446.64295915,204615295.49555948,207587483.46044633,210835491.5419417,214241673.78045988,217838553.26361227,221565936.86383894,214605304.71605837,207451231.39055318,200658097.27279735,193510109.6275652,186565992.95795196,179513868.42793646,172556478.9036864,165418056.47636238,158640769.92580357,151508828.62834683,144666294.82089746,137540095.46564358,130495533.77501923,123464207.637291,116703764.19482385,109588877.26638962,102758090.62778361,95649307.11232634,88698533.19578876,81594420.79421517,74761413.13041693,67755111.01066993,60936728.5766927,53846450.70843868,46899023.90962263,39813691.17474334,6799999.999999724,6799999.999999716,6799999.999999707,6799999.999999697,6799999.999999688,6799999.999999679,6799999.999999668,6799999.999999658,6799999.999999648,6799999.999999638,6799999.999999627,6799999.999999615,6799999.999999604,6799999.999999592,6799999.99999958,6799999.999999568,6799999.999999555,6799999.999999542,6799999.999999529,6799999.999999515,6799999.999999501,6799999.999999487,6799999.999999472,6799999.999999457,6799999.999999442
,,,Total Liabilites and Capital,,,,,,,13048816.390483823,20832205.601254,28912975.00347919,37495409.0592254,46471928.741658635,55757886.78172741,65287242.73812547,75007397.90603521,84875637.83589053,94856725.13321197,104921220.5659176,115044270.18870716,125204700.86216052,135384327.59819734,145567411.68494707,155740229.67698446,165890726.2699729,176008232.226001,186084073.61089543,196144022.06415552,206180289.59155983,216185743.57951844,226153804.9195432,236078365.04475215,245953718.7864893,255774510.4732136,265535691.10074905,275232484.7318123,284860362.5533585,294415023.24656737,303892378.5160285,313288542.7889017,322599826.23667324,331822730.3954121,340953945.7680633,349990350.8865424,358929012.39400774,367767185.7801263,376502316.4656178,391932040.98787415,383326818.2200758,376116741.3774506,369266899.9698881,362061493.61807185,355088736.9307581,347978113.5427705,341093993.2901443,333897260.11545825,327060930.0670651,319869204.605526,312984550.57815593,305797287.97620213,298830026.23722243,291737843.2432666,284915778.3878211,277738497.10111105,270864363.2215717,263691858.19284195,256728040.8370209,249559244.2023038,242660739.67658693,235588118.7862847,228723940.41374573,221565936.86383912,214605304.71605855,207451231.39055336,200658097.27279752,193510109.6275654,186565992.95795217,179513868.42793667,172556478.9036866,165418056.4763626,158640769.92580378,151508828.62834707,144666294.8208977,137540095.46564382,130495533.77501948,123464207.63729125,116703764.1948241,109588877.26638989,102758090.62778388,95649307.11232662,88698533.19578904,81594420.79421547,74761413.13041723,67755111.01067024,60936728.57669301,53846450.708439,46899023.90962296,39813691.17474368,6800000.000000073,6800000.000000073,6800000.000000073,6800000.000000073,6800000.000000073,6800000.000000073,6800000.000000073,6800000.000000073,6800000.000000073,6800000.000000073,6800000.000000073,6800000.000000073,6800000.000000073,6800000.000000073,6800000.000000072,6800000.000000073,6800000.000000072,6800000.000000072,6800000.000000072,6800000.000000072,6800000.000000072,6800000.000000072,6800000.000000072,6800000.000000072,6800000.000000072
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Difference,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.450580596923828e-08,8.195638656616211e-08,7.450580596923828e-08,7.450580596923828e-08,7.078051567077637e-08,7.078051567077637e-08,7.078051567077637e-08,7.078051567077637e-08,7.078051567077637e-08,7.078051567077637e-08,7.078051567077637e-08,7.078051567077637e-08,7.078051567077637e-08,7.078051567077637e-08,7.078051567077637e-08,7.078051567077637e-08,7.078051567077637e-08,7.078051567077637e-08,6.984919309616089e-08,7.078051567077637e-08,6.984919309616089e-08,6.984919309616089e-08,6.984919309616089e-08,6.984919309616089e-08,6.984919309616089e-08,6.984919309616089e-08,6.984919309616089e-08,6.984919309616089e-08,6.984919309616089e-08
,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.450580596923828e-08,7.450580596923828e-09,-7.450580596923828e-09,False,-3.725290298461914e-09,False,False,False,False,False,False,False,False,False,False,False,False,False,-9.313225746154785e-10,9.313225746154785e-10,-9.313225746154785e-10,False,False,False,False,False,False,False,False
,,,Test,,,,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2026-05-01 00:00:00,2026-06-01 00:00:00,2026-07-01 00:00:00,2026-08-01 00:00:00,2026-09-01 00:00:00,2026-10-01 00:00:00,2026-11-01 00:00:00,2026-12-01 00:00:00,2027-01-01 00:00:00,2027-02-01 00:00:00,2027-03-01 00:00:00,2027-04-01 00:00:00,2027-05-01 00:00:00,2027-06-01 00:00:00,2027-07-01 00:00:00,2027-08-01 00:00:00,2027-09-01 00:00:00,2027-10-01 00:00:00,2027-11-01 00:00:00,2027-12-01 00:00:00,2028-01-01 00:00:00,2028-02-01 00:00:00,2028-03-01 00:00:00,2028-04-01 00:00:00,2028-05-01 00:00:00,2028-06-01 00:00:00,2028-07-01 00:00:00,2028-08-01 00:00:00,2028-09-01 00:00:00,2028-10-01 00:00:00,2028-11-01 00:00:00,2028-12-01 00:00:00,2029-01-01 00:00:00,2029-02-01 00:00:00,2029-03-01 00:00:00,2029-04-01 00:00:00,2029-05-01 00:00:00,2029-06-01 00:00:00,2029-07-01 00:00:00,2029-08-01 00:00:00,47362,2030-03-01 00:00:00,2030-09-01 00:00:00,2031-03-01 00:00:00,2031-09-01 00:00:00,2032-03-01 00:00:00,2032-09-01 00:00:00,2033-03-01 00:00:00,2033-09-01 00:00:00,2034-03-01 00:00:00,2034-09-01 00:00:00,2035-03-01 00:00:00,2035-09-01 00:00:00,2036-03-01 00:00:00,2036-09-01 00:00:00,2037-03-01 00:00:00,2037-09-01 00:00:00,2038-03-01 00:00:00,2038-09-01 00:00:00,2039-03-01 00:00:00,2039-09-01 00:00:00,2040-03-01 00:00:00,2040-09-01 00:00:00,2041-03-01 00:00:00,2041-09-01 00:00:00,2042-03-01 00:00:00,2042-09-01 00:00:00,2043-03-01 00:00:00,2043-09-01 00:00:00,2044-03-01 00:00:00,2044-09-01 00:00:00,2045-03-01 00:00:00,2045-09-01 00:00:00,2046-03-01 00:00:00,2046-09-01 00:00:00,2047-03-01 00:00:00,2047-09-01 00:00:00,2048-03-01 00:00:00,2048-09-01 00:00:00,2049-03-01 00:00:00,2049-09-01 00:00:00,2050-03-01 00:00:00,2050-09-01 00:00:00,2051-03-01 00:00:00,2051-09-01 00:00:00,2052-03-01 00:00:00,2052-09-01 00:00:00,2053-03-01 00:00:00,2053-09-01 00:00:00,2054-03-01 00:00:00,2054-09-01 00:00:00,2055-03-01 00:00:00,2055-09-01 00:00:00,2056-03-01 00:00:00,2056-09-01 00:00:00,2057-03-01 00:00:00,2057-09-01 00:00:00,2058-03-01 00:00:00,2058-09-01 00:00:00,2059-03-01 00:00:00,2059-09-01 00:00:00,2060-03-01 00:00:00,2060-09-01 00:00:00,2061-03-01 00:00:00,2061-09-01 00:00:00,2062-03-01 00:00:00,2062-09-01 00:00:00,2063-03-01 00:00:00,2063-09-01 00:00:00,2064-03-01 00:00:00,2064-09-01 00:00:00,2065-03-01 00:00:00,2065-09-01 00:00:00,2066-03-01 00:00:00,2066-09-01 00:00:00
,,,Capital Structure Weight Equity,,,,,,,0.6979477301453173,0.7704310093926131,0.8224988774762383,0.8555676360390451,0.8781282553688857,0.8943886715104427,0.9066084604347683,0.9160950623148758,0.9236526565830379,0.9298010893786796,0.9348904373041192,0.9391646344288328,0.9427986282005116,0.9459210218853044,0.9486283862420389,0.9509945963735328,0.953077093800021,0.9535739545252343,0.9019410569423203,0.8556817804921265,0.8140296357388281,0.7763549217157746,0.7421359374981704,0.7109370907449634,0.6823920649008017,0.6561907428626299,0.6320689521510056,0.6098003518599358,0.5891899614545539,0.5700689597357372,0.5522904748461507,0.5357261537196859,0.5202633491488962,0.5058027996838643,0.4922567053877591,0.4795471235352766,0.4676046244166624,0.4563671597745175,0.4457791059781446,0.44557945707262697,0.45617754833286156,0.46582951645533155,0.47605225658534656,0.4873470599715009,0.49925408381534914,0.5122203438488758,0.5258087616458895,0.5407416738807925,0.5565185268013331,0.5738861449203122,0.5920654526589142,0.6120157971440953,0.6329718737607603,0.6557358846443317,0.6798992978971475,0.7065260766120778,0.7344826401407758,0.7652244101347709,0.7970118683897711,0.8318164455257233,0.868848796154412,0.909390825327701,0.9524081863470761,0.9999999999999992,0.9999999999999991,0.9999999999999991,0.9999999999999991,0.9999999999999989,0.9999999999999989,0.9999999999999989,0.9999999999999988,0.9999999999999988,0.9999999999999987,0.9999999999999984,0.9999999999999983,0.9999999999999982,0.9999999999999981,0.999999999999998,0.9999999999999978,0.9999999999999976,0.9999999999999973,0.999999999999997,0.9999999999999968,0.9999999999999963,0.999999999999996,0.9999999999999953,0.9999999999999949,0.999999999999994,0.999999999999993,0.9999999999999913,0.9999999999999488,0.9999999999999476,0.9999999999999462,0.9999999999999448,0.9999999999999435,0.999999999999942,0.9999999999999406,0.999999999999939,0.9999999999999375,0.999999999999936,0.9999999999999344,0.9999999999999327,0.999999999999931,0.9999999999999293,0.9999999999999277,0.9999999999999257,0.999999999999924,0.9999999999999221,0.9999999999999202,0.9999999999999181,0.9999999999999161,0.999999999999914,0.9999999999999118,0.9999999999999096,0.9999999999999074
,,,Capital Structure Weight Debt,pf_sheet,<---- Do not Delete,,,,,0.3020522698546827,0.22956899060738686,0.1775011225237617,0.14443236396095493,0.12187174463111425,0.10561132848955736,0.0933915395652317,0.0839049376851242,0.07634734341696214,0.0701989106213204,0.06510956269588081,0.06083536557116719,0.05720137179948838,0.05407897811469569,0.051371613757961114,0.04900540362646722,0.04692290619997892,0.04642604547476574,0.09805894305767975,0.1443182195078735,0.18597036426117186,0.22364507828422547,0.2578640625018296,0.28906290925503664,0.31760793509919827,0.34380925713737015,0.36793104784899444,0.3901996481400642,0.41081003854544607,0.4299310402642628,0.4477095251538494,0.4642738462803141,0.4797366508511039,0.4941972003161357,0.5077432946122409,0.5204528764647234,0.5323953755833376,0.5436328402254825,0.5542208940218555,0.5544205429273731,0.5438224516671385,0.5341704835446685,0.5239477434146534,0.512652940028499,0.5007459161846508,0.4877796561511242,0.4741912383541105,0.4592583261192074,0.44348147319866693,0.4261138550796878,0.40793454734108586,0.3879842028559048,0.3670281262392398,0.34426411535566825,0.32010070210285246,0.2934739233879223,0.2655173598592242,0.23477558986522906,0.2029881316102289,0.16818355447427666,0.13115120384558804,0.09060917467229904,0.04759181365292392,8.0704614101426605e-16,8.332223407187358e-16,8.619564855198757e-16,8.911373961802888e-16,1.0780638650630474e-15,1.118190155699408e-15,1.1621177714055739e-15,1.2089737692799559e-15,1.2611456158879332e-15,1.3150229717835895e-15,1.5736282912357936e-15,1.6480589303592356e-15,1.7334478233012216e-15,1.9412138712129832e-15,2.0517666224336355e-15,2.1706218479167535e-15,2.4475193849943676e-15,2.610216868088982e-15,2.9600011879920734e-15,3.1919587898726007e-15,3.652495121309582e-15,3.9863241129092596e-15,4.6184616983583814e-15,5.135234404271706e-15,5.9497879888583695e-15,6.990029193281007e-15,8.608262568628882e-15,5.122274160385077e-14,5.2455374423194774e-14,5.382496644468811e-14,5.5194558466181444e-14,5.656415048767478e-14,5.793374250916812e-14,5.944029373281079e-14,6.094684495645345e-14,6.245339618009613e-14,6.39599474037388e-14,6.56034578295308e-14,6.72469682553228e-14,6.889047868111481e-14,7.067094830905615e-14,7.231445873484816e-14,7.423188756493882e-14,7.601235719288017e-14,7.792978602297084e-14,7.98472148530615e-14,8.190160288530151e-14,8.395599091754152e-14,8.601037894978152e-14,8.820172618417086e-14,9.03930734185602e-14,9.258442065294953e-14
